1511570281.190135,-31.120871,52.329252,0.000000
1511570281.796506,-28.311158,55.140567,0.000000
1511570282.402639,-29.004962,54.533197,0.000000
1511570283.008850,-29.398162,55.319424,0.000000
1511570283.618439,-29.900728,54.045557,0.000000
1511570284.225654,-29.157722,54.539431,0.000000
1511570284.831899,-29.370440,53.231251,0.000000
1511570285.438317,-28.346241,51.031535,0.000000
1511570286.048953,-37.870680,37.775940,0.000000
1511570286.657162,-39.129101,33.433080,0.000000
1511570287.263366,-41.032300,30.187686,0.000000
1511570287.869580,-34.932211,-40.681956,0.000000
1511570288.479165,-30.111152,-45.949464,0.000000
1511570289.088652,-24.151430,-54.057128,0.000000
1511570289.698261,-31.036107,-53.291511,0.000000
1511570290.307905,-26.231800,-57.914345,0.000000
1511570290.917373,-32.699763,-52.961988,0.000000
1511570291.526953,-32.189231,-51.662349,0.000000
1511570292.136590,-27.316242,-54.203204,0.000000
1511570292.746266,-22.130481,-55.462780,0.000000
1511570293.355634,-22.678913,-56.475729,0.000000
1511570293.965036,-34.205364,-52.812168,0.000000
1511570294.574540,-21.784235,-54.919430,0.000000
1511570295.183866,-32.698979,-55.313278,0.000000
1511570295.793419,-23.859768,-59.954084,0.000000
1511570296.402915,-27.702703,-56.009439,0.000000
1511570297.012507,-26.931897,-54.997872,0.000000
1511570297.622107,-23.814744,-56.732915,0.000000
1511570298.231481,-24.926368,-60.019281,0.000000
1511570298.841047,-29.138381,-57.567735,0.000000
1511570299.450412,-28.489464,-56.699059,0.000000
1511570300.059973,-25.636332,-56.149972,0.000000
1511570300.669497,-26.298943,-59.357052,0.000000
1511570301.278946,-30.764865,-53.479010,0.000000
1511570301.893021,-21.771030,-58.430577,0.000000
1511570302.502587,-26.962088,-56.009398,0.000000
1511570303.112145,-31.441069,-52.033699,0.000000
1511570303.721612,-26.783636,-56.309380,0.000000
1511570304.330981,-26.420097,-57.980658,0.000000
1511570304.940480,-47.728428,-15.895124,0.000000
1511570305.549826,-62.879077,-3.066301,0.000000
1511570306.159332,-37.066318,-44.902660,0.000000
1511570306.768714,-29.434887,-53.440841,0.000000
1511570307.378057,-20.122742,-60.421640,0.000000
1511570307.987644,-25.796903,-57.104716,0.000000
1511570308.596995,-30.101983,-52.959804,0.000000
1511570309.206507,-27.440115,-55.809426,0.000000
1511570309.815936,-32.390111,-55.120441,0.000000
1511570310.425261,-25.627380,-59.225590,0.000000
1511570311.034754,-29.916095,-50.568761,0.000000
1511570311.644095,-19.769262,-63.020135,0.000000
1511570312.253580,-16.198170,-53.964821,0.000000
1511570312.863154,-13.871534,-56.200948,0.000000
1511570313.472650,-35.206017,-42.596428,0.000000
1511570314.082152,-41.417407,-26.185378,0.000000
1511570314.692743,-67.380761,-19.715851,0.000000
1511570315.302365,-27.791160,-54.656043,0.000000
1511570315.911748,-23.068029,-57.899119,0.000000
1511570316.521122,-28.547630,-55.742024,0.000000
1511570317.130599,-27.382986,-57.207409,0.000000
1511570317.740149,-27.285347,-57.930758,0.000000
1511570318.349696,-29.945878,-54.179639,0.000000
1511570318.959095,-28.679757,-56.627738,0.000000
1511570319.568533,-28.308653,-56.393906,0.000000
1511570320.178029,-28.817213,-55.903863,0.000000
1511570320.787358,-28.189776,-55.900702,0.000000
1511570321.396853,-30.204893,-54.257333,0.000000
1511570322.006206,-30.013029,-54.052630,0.000000
1511570322.615760,-30.747359,-52.698821,0.000000
1511570323.225145,-28.176224,-55.504760,0.000000
1511570323.834458,-27.985668,-55.922228,0.000000
1511570324.443948,-29.595251,-55.220607,0.000000
1511570325.053330,-29.605058,-55.337529,0.000000
1511570325.662873,-28.529671,-55.505083,0.000000
1511570326.272316,-29.329928,-54.929822,0.000000
1511570326.881661,-29.555377,-54.788295,0.000000
1511570327.491203,-29.286225,-55.070321,0.000000
1511570328.100577,-29.596419,-54.661527,0.000000
1511570328.710094,-28.434982,-55.719142,0.000000
1511570329.319488,-29.536164,-55.170999,0.000000
1511570329.928790,-29.018469,-55.480387,0.000000
1511570330.538278,-29.300041,-54.407650,0.000000
1511570331.147728,-28.538589,-56.139594,0.000000
1511570331.757253,-29.373477,-55.196588,0.000000
1511570332.366840,-28.306660,-55.929400,0.000000
1511570332.976344,-24.009395,-56.799373,0.000000
1511570333.585835,-28.333371,-54.352520,0.000000
1511570334.195178,-25.163753,-57.251475,0.000000
1511570334.804682,-27.389219,-57.483704,0.000000
1511570335.414020,-29.996111,-54.607405,0.000000
1511570336.023463,-31.288073,-53.813283,0.000000
1511570336.632985,-26.345911,-56.545523,0.000000
1511570337.242326,-24.900158,-56.293400,0.000000
1511570337.851876,-28.932226,-53.817192,0.000000
1511570338.461249,-26.853163,-56.449264,0.000000
1511570339.070626,-29.348503,-53.970114,0.000000
1511570339.680118,-29.176246,-55.528797,0.000000
1511570340.289558,-29.413335,-55.423219,0.000000
1511570340.899098,-28.329128,-55.907651,0.000000
1511570341.508659,-25.440328,-56.939788,0.000000
1511570342.118111,-24.832637,-58.242683,0.000000
1511570342.727713,-26.765617,-56.611607,0.000000
1511570343.337193,-25.071986,-57.867993,0.000000
1511570343.946808,-27.157411,-55.781669,0.000000
1511570344.556257,-27.660574,-56.629793,0.000000
1511570345.165769,-28.674079,-55.096105,0.000000
1511570345.775204,-26.291490,-56.592540,0.000000
1511570346.384567,-27.421956,-56.604264,0.000000
1511570346.994060,-27.807495,-55.076812,0.000000
1511570347.603624,-27.853829,-54.473609,0.000000
1511570348.213157,-27.361432,-57.183280,0.000000
1511570348.822585,-30.403438,-55.221177,0.000000
1511570349.431886,-32.811944,-53.178793,0.000000
1511570350.041376,-31.158434,-54.201773,0.000000
1511570350.650726,-25.385321,-58.042041,0.000000
1511570351.260216,-29.876893,-54.209006,0.000000
1511570351.869571,-31.837187,-53.841328,0.000000
1511570352.479111,-25.857934,-57.880567,0.000000
1511570353.088653,-33.743531,-49.946871,0.000000
1511570353.698036,-44.771201,-19.898901,0.000000
1511570354.307565,-45.254350,-24.344909,0.000000
1511570354.916976,-37.153436,-36.286962,0.000000
1511570355.526276,-45.335055,-33.849657,0.000000
1511570356.135751,-27.678516,-60.315886,0.000000
1511570356.745095,-30.315466,-54.777480,0.000000
1511570357.354571,-28.812242,-56.074972,0.000000
1511570357.964067,-28.221140,-56.622518,0.000000
1511570358.573408,-29.956456,-54.437702,0.000000
1511570359.182886,-30.805211,-55.425369,0.000000
1511570359.792199,-29.939290,-54.406922,0.000000
1511570360.401707,-28.774061,-56.520284,0.000000
1511570361.011077,-26.163675,-58.007189,0.000000
1511570361.620445,-28.090578,-56.055540,0.000000
1511570362.229924,-28.640728,-57.295208,0.000000
1511570362.839511,-27.919197,-56.599934,0.000000
1511570363.449054,-27.727025,-56.821421,0.000000
1511570364.058416,-31.260025,-53.147468,0.000000
1511570364.667909,-33.860284,-53.033258,0.000000
1511570365.277273,-24.355065,-59.730936,0.000000
1511570365.886702,-25.899725,-54.813589,0.000000
1511570366.496244,-30.191349,-56.337167,0.000000
1511570367.105592,-35.311433,-49.934126,0.000000
1511570367.715147,-10.873380,-66.478745,0.000000
1511570368.324531,-25.841292,-57.452416,0.000000
1511570368.933823,-30.711100,-52.077459,0.000000
1511570369.543325,-19.388924,-60.756861,0.000000
1511570370.152681,-18.944471,-63.363990,0.000000
1511570370.762205,-28.876157,-55.306813,0.000000
1511570371.371676,-25.869686,-57.582538,0.000000
1511570371.981013,-28.527757,-49.088648,0.000000
1511570372.590559,-54.593246,-12.818732,0.000000
1511570373.199936,-53.547049,-11.659009,0.000000
1511570373.809507,-59.672977,-13.736265,0.000000
1511570374.418867,-52.659613,-10.977585,0.000000
1511570375.028171,-55.598628,-14.707976,0.000000
1511570375.637664,-55.099912,-17.278307,0.000000
1511570376.247063,-55.521307,-18.433087,0.000000
1511570376.856602,-48.913203,-14.693845,0.000000
1511570377.466230,-53.547737,-14.748515,0.000000
1511570378.075623,-31.654839,-46.463590,0.000000
1511570378.685105,-36.236958,-48.452483,0.000000
1511570379.294426,-27.201284,-55.817564,0.000000
1511570379.903917,-27.641965,-56.645506,0.000000
